Trial,Time,Orientation,Cycle,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73
1,2.0,0,OFF,1884.93239584938,1980.85143180057,1361.43528340551,977.311328468093,3177.6582762209,904.376605131405,1350.66555645526,808.774899707118,558.760383115136,600.119192723872,685.408298451428,2529.2758323646,1757.86470016993,744.227457799178,1346.25776632141,611.682996450751,592.091704558853,1192.23251805889,1140.13474597077,600.640793028878,3322.18719899252,1066.49352733124,1409.76677262883,1372.92005884955,1084.46026883544,897.124114156735,1170.02900971434,941.963416984469,1481.95984776314,2192.34829266572,1035.84051349681,977.510127267146,1138.84479791355,1751.64626353887,1708.99663597691,2155.84687772163,1400.8670912103,961.139048622583,1005.36371351209,1409.80251580085,2482.90579510995,1655.76337158202,1490.78188581121,1362.91340298624,1101.4108906936,1161.6756418408,1774.34004420958,2654.52844612631,1304.59101214409,1163.39319232457,1223.67751942248,1002.23453348675,1049.7988209111,974.365265215145,1025.1766622107,882.393131880978,1167.65192893204,1556.88244933358,939.019109201926,1274.86877184249,858.272736918644,823.079502273795,760.503494934007,665.751562105565,2290.47822617065,1087.71629246334,1105.90345794937,1134.26444808196,872.594160632895,986.42637121095,1597.99945763157,1075.55264651653,1873.61214852478
1,2.2,0,OFF,2057.4177408795,1945.29953074595,1325.79293313443,960.773408554635,3239.34060996083,904.11088344398,1356.70938969195,775.538318059256,551.307600416159,614.478424573028,683.679779321487,2547.53888566071,1782.44405391035,738.106753030846,1324.34529049214,609.689769346234,609.941677367369,1172.22583538035,1115.91748969045,592.540522112567,3315.44797241315,1065.10973779486,1382.66901597525,1387.70251203665,1084.18954186873,894.19785474698,1171.33096595236,916.842146405113,1461.31814144983,2173.12658343911,1038.11303095183,983.391004254733,1137.9427086497,1741.79117434042,1864.75285535565,2134.696849407,1396.94270333884,962.056523642471,997.322435410264,1414.78421502725,2468.0085162991,1635.17992310236,1446.57378821862,1344.55405243514,1074.65251447135,1173.30289209607,1734.73578887132,2589.76201932741,1397.03409940244,1158.47044755041,1207.45150749527,1001.12802881636,1045.654447663,980.16382172147,1016.95628628206,874.441383755031,1214.65182378844,1548.0857669661,932.932978499692,1268.89697756258,854.509955575694,822.691009915361,756.519596392418,650.813930689444,2261.32631175454,1093.15695857434,1111.93526460232,1140.22145152174,872.276451502964,972.005791933533,1584.72165261996,1061.07114736362,1874.55002496325
1,2.4,0,OFF,2071.36278536147,1971.59278055045,1287.41842592525,985.700206894757,3282.07283399305,913.734155507099,1386.03166412845,780.186699236363,534.631026769157,637.422013522972,696.643975367025,2550.08605806975,1805.46126060771,727.962949746394,1260.15870040868,591.432066695068,617.548315194584,1125.68101612857,1058.83585231202,571.155772763968,3265.8912943165,1046.22201551821,1345.1732506178,1390.99032402385,1059.36067958151,921.703477196415,1147.19674367049,899.497193241735,1462.49565509412,2180.33541824847,1024.29638858843,967.359373467176,1140.56230476632,1747.48237188151,2020.79617129371,2036.98336424981,1390.25882341428,945.608350885209,992.526412776537,1442.713209615,2498.70465869446,1617.30050221889,1412.24839210467,1339.55373639021,1036.3430131037,1171.71000559748,1684.12992680158,2497.05217276727,1493.51000842181,1151.89603855677,1205.47666688026,986.912517913621,1061.37892122742,969.024724095113,1009.10647704648,866.661168162886,1247.07075689039,1542.4100005369,920.465301785426,1259.18957144315,867.56539620941,806.479022001177,745.073785537231,631.973796520029,2259.37524617938,1110.26849517312,1125.37300817419,1116.86139104962,842.303653711102,962.864193427365,1565.9373990605,1054.15751553753,1828.20581727295
1,2.6,0,OFF,1955.61832584695,2007.88238754585,1303.17886917387,1037.60038671178,3264.73404822266,907.561939003678,1399.13439984328,811.559734804272,547.598737211048,647.087835751329,716.918360221021,2576.30114358057,1840.06331810686,735.265881519294,1265.44135006991,589.79479058552,631.224608139947,1107.0460803224,979.21061318414,563.363905605301,3225.27278407965,1046.01109698846,1251.17856176879,1378.4959362654,1067.14592115934,979.60045240479,1119.9369765895,900.822006635428,1480.27352268152,2209.55516544681,1017.15831196271,954.62669948225,1127.12598397051,1716.24759521372,2013.2222974741,1905.82382261991,1370.72910980653,936.500357967622,996.922977682619,1509.32912435042,2471.13514920629,1655.15485626817,1449.24449171486,1358.89986837443,1048.93490883635,1219.82948866185,1668.17205078689,2444.07513651357,1484.67242341183,1144.54220847352,1226.67915967398,995.1302260533,1085.12908913034,975.491407182909,1016.65603965177,864.037782797543,1266.80198188135,1579.05630527628,945.607781549486,1277.59115764661,872.382929809221,832.751112114313,740.514412850574,628.149032495725,2274.12823339388,1102.52900761492,1093.4813710167,1147.28783009487,840.303542111744,936.297716674762,1564.8425674307,1094.43517683262,1791.63868834547
1,2.8,0,OFF,1919.81377365333,2012.0167037091,1307.12578664147,1086.71061016384,3325.81924339835,946.728550078838,1659.70292042063,858.653153976843,560.065381431163,663.287546701962,752.525234086512,2640.24546447542,1888.66298349205,745.252207986291,1292.27886813535,575.312409788334,663.489005823541,1098.78085171264,984.264276899627,577.588282691024,3186.0813122186,1054.99387965149,1276.30462185269,1371.09016050377,1085.64483880275,960.697943822623,1133.63780212271,917.513652915747,1498.70347813647,2257.76661654637,1055.53665446431,960.000270744795,1116.44898229746,1669.95641683053,2078.8773089937,1789.1082161504,1354.15947036281,942.514502521406,1006.91809249531,1524.89749683927,2500.24200115061,1653.98536260491,1432.25403701348,1385.06156272134,1087.70596962283,1294.56064484379,1647.794689347,2345.21542837352,1521.78190918246,1159.18274414577,1264.75754206705,1056.74211480451,1096.96650083948,983.338468891287,1029.72812889042,883.397396784952,1257.10777387307,1602.9166700421,996.678425973988,1302.05059449615,887.386181680143,862.990179535767,721.87411430582,621.805088227568,2291.30722612663,1096.41624393338,1093.11667805304,1159.14436632986,854.828752176468,948.373389618168,1570.2197670622,1114.2289483477,1824.9056406889
1,3.0,0,OFF,1866.61988578562,2034.74756549332,1326.65387844308,1163.70168825124,3336.96314054039,1013.47764404206,2008.87399173606,888.113083039869,575.391836900276,700.813476470372,861.458306083204,2704.56215077303,1968.1621759435,776.072324500284,1335.0969168881,581.196323475548,682.9098603294,1113.72149748523,996.728402906283,610.08136315784,3177.0180331987,1071.59996100953,1335.41152599106,1391.99382735595,1115.37391360325,965.13004900336,1201.41376017123,951.021980422357,1556.46499415738,2339.8798105117,1095.57410009848,988.493192890326,1134.7983640509,1682.57878004597,2121.2213452027,1730.65461595667,1370.9854288484,971.54405343774,1039.48062022159,1556.79314348691,2534.67238477163,1647.42090957372,1436.99435710704,1415.06781242715,1138.44377239431,1429.10952395886,1625.16451129124,2281.225553877,1636.88115263115,1196.94880694238,1343.0622932841,1140.9565033113,1132.50345152858,1006.16386161768,1067.97983251472,915.541270852735,1252.42843545128,1666.20378282138,1069.0313118471,1353.32809765363,921.635311078801,885.387573441997,730.357926367946,630.219058837807,2340.2106853794,1124.31029577591,1116.11483375862,1211.4219808401,902.951048090817,978.000159328879,1611.32098005096,1149.56069161315,1862.42411111022
1,3.2,0,OFF,1781.75086035757,2086.29895623248,1368.11009100098,1259.86172715972,3300.69345959316,1070.51692037851,2282.00604757094,902.44209071756,594.416148561131,760.174730930517,1052.49165583036,2753.66515422864,2068.14903350832,833.142734364332,1387.99095478649,605.867491424567,687.528994752641,1146.25816378757,1004.33942471625,639.32485486038,3188.2499427514,1091.71969596691,1387.71909901652,1449.08582475688,1149.67272018876,1000.08843582016,1270.71213788138,987.713729119586,1658.16042455604,2436.17330003493,1117.44857135729,1025.03579029051,1174.84303456991,1756.59032713054,2097.05104335358,1701.24256336136,1412.40499219959,1000.01429188348,1076.24142030115,1601.45815530255,2552.76479516267,1639.9758639908,1464.31610501439,1435.9889730592,1180.74202578875,1571.68562856941,1591.21167818653,2248.45659059182,1787.88765694874,1242.02434085163,1506.95607922864,1204.6861300811,1182.60573266321,1051.19236324674,1134.77012492936,943.754941273058,1253.08662498157,1788.91528307804,1123.80725836191,1429.21438393505,964.10557169346,898.357640784537,772.829337818324,657.723602445665,2426.8415115517,1182.07399223211,1149.58003069617,1357.2517195491,959.168014677229,1004.15680267364,1672.77164068149,1202.63647741804,1880.34098562681
1,3.4,0,OFF,1694.69533551898,2103.8460609954,1363.75768196357,1272.75970162231,3311.87179714596,1079.19817358972,2541.37807331787,936.029296113678,612.654550753101,788.20814003898,1168.37979530828,2797.81505524514,2129.47098140076,861.380934301523,1431.24339908713,587.750062504049,683.509311681558,1140.3383974651,980.697242353974,627.901829759158,3167.15064828079,1095.17834721422,1403.1522061763,1460.91755821399,1155.80631295362,1008.75502290513,1232.56640004355,979.614183892537,1648.82434225417,2464.1359491792,1134.03179158301,1020.2911046455,1149.38806437372,1766.25546065431,1996.6533973941,1642.90728850333,1395.46269192101,966.762443086016,1036.84400432107,1575.86415208086,2556.82583740393,1626.70127452055,1399.7610398437,1394.00639484147,1178.70021669696,1564.37528687401,1512.61431489783,2107.03023303071,1788.60503157554,1277.65638594761,1777.9039684615,1208.35531463681,1171.61061506464,1074.72486580728,1159.05333146376,945.650907719052,1248.93302718179,1838.38317517829,1104.31749002494,1464.51051007114,957.204108082685,901.048383303227,781.971720791327,643.734847545437,2454.88171950632,1119.66496109514,1177.38188139963,1506.62422100473,932.255768474916,1002.59650080517,1636.88708570905,1212.45061187289,1878.92519428776
1,3.6,0,OFF,1593.51376703613,2025.88269970167,1297.0833788784,1188.41726852275,3267.20176548619,1009.53958011764,2388.490710185,900.997028097599,571.768654802345,722.02347968173,1090.4995807788,2735.40491844153,2054.67882727647,829.339185063375,1387.89447281882,575.813405356878,632.201585859497,1099.93984489536,911.231291797683,602.549807593627,3084.95530146955,1050.45436798368,1346.86026855332,1397.58418836572,1098.30536587585,948.293041833439,1175.89410453921,923.699500987776,1555.09190146113,2372.04919816346,1088.89749430346,977.945219302434,1120.51966066895,1757.19940722378,1860.78878182716,1544.56808301716,1375.17270735477,937.232852097736,1015.42441909343,1516.42300432147,2552.0734989106,1642.03319641916,1369.47652128517,1327.64574872963,1144.18517639775,1468.09053786256,1462.74929144303,2032.20582396544,1708.85246753406,1230.27252892861,1681.55889955474,1124.25239226778,1180.42209080364,1025.98628725013,1075.95931478003,900.25768007276,1189.34552380347,1743.58698311819,1066.31358520911,1405.30789060598,900.809568851226,856.389634457903,776.697995847952,610.595059129525,2401.96593164995,1093.93689642273,1129.98932767095,1436.15433199675,888.381104891195,973.080014575293,1596.66620219988,1152.48688878059,1808.10531480742
1,3.8,0,OFF,1553.23472072544,1996.13722628304,1236.65344671695,1134.35824920854,3216.68881722873,946.529022475287,2294.23133654095,905.383189102399,540.551695346143,659.935445361832,1006.40868504679,2686.60190865635,1970.99915204858,816.785786457547,1363.91042077325,581.183062172281,598.429836761348,1077.05825392665,866.306920292692,587.096117728918,3021.92395160513,1017.91027790591,1313.06034223809,1393.38809397212,1070.27227326036,946.040913628244,1155.56712304072,918.447961999308,1488.57711040508,2291.27616299546,1049.50802126332,960.291519203296,1161.84918173399,1781.74649364188,1808.99435286136,1594.13099931757,1376.18971058431,933.919818383847,1016.68190118664,1508.18504811908,2559.19738470622,1713.02146472039,1373.57661230233,1315.02957968963,1147.48680719864,1437.35251284983,1478.58280655289,2077.67481970237,1647.73907081416,1186.57324768846,1592.51856297834,1040.94239529833,1191.1012794857,1002.15003625321,1007.27451219098,875.256381457576,1143.92459862373,1729.98789267299,1027.26779624703,1391.74200313886,852.071006963162,821.820403944237,778.887642821001,598.259165429022,2404.01940985432,1101.0434020392,1093.00644799242,1345.39334559856,873.14470668387,968.525274600309,1596.32772628407,1125.3911463587,1743.19425022306
1,4.0,0,ON,1772.91153998313,2001.17633697088,1282.23237295538,1109.47430204241,3213.10575488194,987.091479561683,2277.55835570252,942.416399258787,564.484542870157,668.85507759995,962.188080019937,2687.75610605901,2038.70788342679,847.520150283298,1355.1066112657,602.046207510903,648.642018684537,1061.12039907862,908.850475172527,620.230824393599,2941.92042951056,1044.3574787758,1362.93335457107,1425.20288968487,1142.76147094945,991.388532944405,1257.61041302751,999.304738673251,1576.47702988611,2385.02363234159,1105.60103104852,1035.9518437731,1392.36918155921,1966.70796435122,2034.00005595415,1739.76913894462,1440.21392209606,1008.47416005349,1088.75970546314,1729.87628582299,2562.73491473968,1944.5235367387,1490.59012198115,1420.41784043628,1328.53777835964,1581.79768592184,1538.60664465426,2149.60617077329,1748.2201023812,1234.05024144892,1591.7420361088,1043.39852105852,1223.58128109351,1107.77618964019,1045.78171259856,953.959838106965,1203.35910859383,1765.70834265361,1028.20033077633,1409.99709335183,890.662085869462,871.184891526314,837.357328940048,626.77021805257,2435.23315687365,1176.35154023673,1165.02212305035,1354.00088529025,940.962403837534,1041.17154529962,1619.42975030363,1172.72224284816,1804.10667669387
1,4.2,0,ON,2674.29510922533,1906.59152825083,1623.99442080894,1090.05205801042,3351.2935951702,1288.68667390758,2274.93548860591,800.159260410364,643.822443558159,835.44661078695,988.505394572639,2734.09310516004,2744.4510038138,916.445855372399,1096.61923055094,623.192663807553,802.091377595847,884.069831279002,1055.89396988304,777.569146312953,2330.51363086364,1141.6993472237,1520.0393953761,1403.98874011824,1319.95287075491,1023.35305272102,1571.18529234108,1109.64592428887,1999.62514716274,2997.08823271259,1383.32565141957,1254.25642235109,1700.83435402169,2404.94998830851,2699.9584647262,1671.83414227378,1565.21909744453,1191.76941217377,1329.1416076613,2399.62371671906,2353.08271359784,2427.94993831572,1945.62841100252,1605.52132851962,1829.59161594915,1910.94337469621,1600.65413768977,2061.95785508865,2430.23279526826,1479.02950847263,1675.82767857573,1217.01904318246,1427.49548622124,1425.47663317597,1233.00031867963,1221.95039362885,1423.4170327113,1712.63577335862,1230.12303529616,1342.73756733629,1170.17737932944,1074.10220017513,1085.31439633447,683.982220608541,1958.10226318756,1368.75262029275,1450.92418818007,1611.00491580171,1124.30804408748,1188.44372963393,1469.15264378897,1270.25106790702,2194.36157396309
1,4.4,0,ON,3033.84669785056,1923.80770033204,1701.75081915324,1133.0820663059,3429.26008427415,1366.7058081658,2301.70962237576,828.04083646093,655.128478075773,1081.05783650095,1101.02449908091,2836.28567028141,2794.8814926572,1039.67721354769,1153.58318321531,628.541862833124,879.010784719876,944.051552385722,1104.74408030538,788.582130867685,2315.98438711703,1175.68896731111,1491.96447852973,1439.1998360987,1407.06564398263,1050.8956581524,1662.48787139159,1141.16135469402,2144.52437604615,3115.24674173071,1470.57888332381,1333.86220410925,1815.91659245898,2618.1838447025,2885.66202400684,1708.27895710134,1665.65322306098,1272.09592056941,1378.3855495727,2560.83394146095,2363.19223211095,2501.67599025713,2030.513366919,1716.27020495258,1885.8885351253,2037.32426174962,1681.92561851087,2128.90371347929,2656.14011919859,1564.86222611658,1743.73809440844,1330.62115918496,1461.58650353746,1575.84080043892,1368.16202168943,1309.91387970337,1556.74511762448,1807.24654114155,1348.20478050036,1407.45452085027,1250.23751201976,1195.79450665122,1155.81884186474,698.248159748088,1964.85780599153,1469.88939458789,1546.03855729664,1786.00166104329,1129.47184809278,1263.14128609257,1482.32647568348,1335.87033000835,2246.59283446181
