Trial,Time,Orientation,Cycle,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Cell21,Cell22,Cell23,Cell24,Cell25,Cell26,Cell27,Cell28,Cell29,Cell30,Cell31,Cell32,Cell33,Cell34,Cell35,Cell36,Cell37,Cell38,Cell39,Cell40,Cell41,Cell42,Cell43,Cell44,Cell45,Cell46,Cell47,Cell48,Cell49,Cell50,Cell51,Cell52,Cell53,Cell54,Cell55,Cell56,Cell57,Cell58,Cell59,Cell60,Cell61,Cell62,Cell63,Cell64,Cell65,Cell66,Cell67,Cell68,Cell69,Cell70,Cell71,Cell72,Cell73
1,0.0,0,,1420.21,1307.38,1938.919,1218.376,3238.161,1092.205,1513.971,1000.185,757.048,721.695,812.309,2866.063,2123.333,910.846,1428.728,754.468,783.325,1350.332,2054.194,723.454,3443.363,1275.28,1361.744,1591.536,1294.39,989.94,1247.791,1090.525,2347.0,2787.232,1227.25,1126.671,1336.896,1959.66,1832.661,1712.374,1584.691,1059.795,1187.899,1883.781,2768.34,1723.336,1892.833,1624.923,1368.459,1446.159,2300.079,3165.286,1278.698,1371.908,1297.415,1233.644,1229.414,1193.079,1287.13,1049.806,1256.68,1656.633,1541.49,1342.301,1120.834,1001.217,1065.447,1058.825,2417.816,1249.508,1281.591,1281.054,995.83,1197.356,1762.75,1241.57,2186.418
1,0.2,0,,1351.9199020335,1401.16749779669,1806.77542708752,1156.4350464421,3219.2262906258,1096.38934045114,1440.35070585453,948.536578480531,708.272358079307,677.45751423012,789.423204845218,2855.3415390701,2071.35105777719,885.903155491342,1391.44292010168,734.378261722573,736.638139738096,1263.1753137612,1885.94986687543,717.425001018691,3419.78159113374,1225.5720154957,1504.98024451377,1498.81805709661,1230.5283136299,980.623965608274,1246.61049606579,1050.11657511378,2169.07898424941,2728.01994708847,1178.16382490167,1066.9029913175,1359.10280790047,1924.10871404153,1772.32283970481,1837.71746413327,1540.28035671988,1074.59011721762,1170.21887249623,1801.81854353956,2766.19685574849,1814.60927794867,1814.26224204764,1607.97022318461,1302.6488299934,1393.38557638997,2233.67310554251,3109.47138229058,1240.37738509271,1340.15377059851,1236.40761834006,1181.34679990197,1269.37480854388,1142.86423209657,1307.7964640923,1026.00481364097,1233.97846945935,1600.33304361487,1414.11417885298,1324.0083824823,1077.5787899597,988.485433479625,1015.5977358629,1008.41119671857,2428.25788704546,1225.36310605927,1269.88371268656,1269.11507332597,969.188787163279,1165.81805208502,1817.284786859,1206.45651337464,2090.20418138815
1,0.4,0,,1283.07262832438,1422.23786226926,1664.75482395044,1099.94883824489,3198.67695131642,1059.17140730979,1361.25321714272,890.775372705953,655.55732291852,649.741883048922,741.365751182451,2795.59495414407,2003.33164335977,839.961278053374,1308.6894600861,677.075957032387,691.900469082536,1180.38736418828,1759.44549674125,678.348883939589,3348.53058628593,1166.13180107597,1555.95595008805,1426.04429969784,1188.7063208125,953.462750626243,1199.50418924845,1012.55140759997,2007.86849435314,2653.61989540345,1131.16616776425,1028.92111593696,1352.31991415716,1873.82440594856,1650.75140431208,1936.99793224203,1477.29466507376,1022.33006213142,1124.04651706845,1687.81572980085,2685.84444739801,1753.903369665,1707.68044108735,1521.58695675293,1212.55462586954,1309.50905650583,2109.02747311967,2984.90547426624,1186.06885472013,1252.39895968768,1181.52232375016,1111.02728968595,1223.70855068308,1094.95841396493,1260.55331458003,976.760697930765,1176.8130902966,1511.76695780266,1279.4166915695,1280.21222573712,998.544110780343,937.242029412982,959.574318314667,909.472256393271,2335.68070565316,1153.88391724637,1180.02923094915,1217.15305080077,921.649396448669,1093.91286173744,1762.72513389598,1154.67376030545,2039.07103066244
1,0.6,0,,1214.0506083814,1401.02401947465,1537.48299592081,1039.87015590548,3165.52853565277,998.029980026086,1276.38053991093,826.695256928115,602.033979737133,624.992234126301,709.798728253509,2704.40869817866,1904.14618358465,781.065876347334,1234.44973893421,623.486518190865,641.678746974634,1122.12428469537,1624.94553226386,629.64725215971,3270.2088247092,1083.7941473764,1551.10848140493,1378.60073247914,1140.33066262716,918.960440563689,1154.23158568253,967.982793765882,1857.99940866102,2544.84708479445,1080.29000837962,987.471291149302,1310.49009271501,1801.56414808834,1545.7341645032,1966.22783029332,1404.79919236108,950.26095206522,1058.02914075794,1571.35867055298,2598.97528519627,1686.63418126603,1588.16507773886,1416.84205962688,1126.82665069846,1212.18330751793,1980.56341559772,2869.78789809671,1116.41083663483,1167.47645569876,1123.53202715703,1026.68527546577,1144.18165857101,1031.36655397802,1160.28877498255,919.363658678167,1099.61207719321,1426.3732487226,1171.07294580455,1237.36494595067,912.834866462273,878.41223457156,886.699005606354,807.656290373787,2264.2567879748,1089.76201838534,1096.79074859836,1148.4687704913,856.577430117035,1016.80634627384,1690.30076440657,1104.30374380414,1971.26269309878
1,0.8,0,,1146.42582094003,1356.06839484326,1442.8784795416,977.790124215124,3115.62313557021,935.977739533007,1193.52659785775,766.522966142403,557.168794567947,599.375308235634,715.837800301147,2611.80354023427,1782.04788163958,733.788868523248,1203.10602541376,599.330156152511,583.631199239868,1087.81489674147,1455.57694146098,595.564618061578,3230.14809510515,997.212523669891,1514.36429256231,1353.75420818511,1075.56544337503,890.68915646786,1140.30286546189,913.576346532156,1718.32038226177,2401.83512727903,1023.96496586877,935.316412587753,1230.79244790384,1722.9964107333,1494.47340343095,1953.10966154335,1346.76909539992,899.319108578212,994.955190529386,1488.41075471874,2555.59863113637,1663.91011801908,1493.24286665129,1351.85034550845,1072.69227756536,1133.04160206179,1900.29733720357,2816.16403563427,1046.34684969954,1125.92440677594,1060.06856047189,953.38506713503,1072.14043952528,950.245990658328,1049.84461897262,873.173220957273,1033.85767918284,1376.56736412919,1102.95683161889,1214.22801398143,851.442665123511,839.130596137678,799.887947438033,746.185666712762,2253.60814747034,1064.55429553574,1062.98972522185,1093.7869238294,800.84637230794,970.672213059948,1640.12258138855,1067.34693562766,1850.05667765405
1,1.0,0,,1086.60410419405,1385.11431259011,1364.61181017794,952.832260475286,3130.9248949066,899.007851419522,1161.16705491256,747.549138996147,542.781375762554,583.930077264936,679.512066854882,2538.02819699182,1736.20230016971,731.427807193626,1186.01110093794,576.828917232229,545.064139892924,1041.81287328017,1326.48827905684,577.459606234102,3220.72197969191,1003.22223268087,1471.54237767947,1348.1698765529,1058.20477422177,868.254853004259,1082.88385884575,890.386791894417,1589.39470779027,2326.96185943084,983.587487356858,925.372609707172,1153.44704383093,1709.32565272966,1431.23823296278,1939.40039379718,1341.46599831713,887.823593168341,962.25456762595,1451.16714816323,2541.08289686302,1661.52635073541,1474.25289669218,1331.76147854321,1046.89172199565,1106.98543004116,1857.41769577675,2782.18030824587,1030.34475223282,1087.89829029502,1033.56947585889,951.397599443457,1053.57348362692,939.197742646921,1029.55833021159,834.78087848944,1015.66962758851,1360.36768961085,1041.19699508041,1194.77686530548,812.596461899694,803.246694367237,763.23432555799,712.460582613514,2252.83646125474,1043.02924978956,1029.90949513443,1066.65442740652,809.186540746262,947.625855675197,1595.57330731165,1027.86483600872,1800.35477851248
1,1.2,0,,1137.19624060764,1490.05255139101,1339.11059018403,942.187150954444,3172.7022705396,899.994862053801,1227.57925836223,762.613262756729,564.041033555751,582.982612173217,680.084357566899,2547.37684063404,1744.5463319055,728.184781043629,1187.85474204798,574.613821487568,544.541477983774,1029.21588318095,1243.42132921848,573.123502267691,3218.56278288545,1007.75830518722,1435.86246508788,1333.42039880902,1057.12919636409,862.120831320148,1091.33186849198,884.629390816785,1573.12900740537,2311.51766432596,983.426892201894,940.367412201565,1145.23161736614,1709.65398542949,1428.48092569261,1938.16902036406,1349.60298815927,880.956121677693,985.544366681446,1442.69834304713,2493.15617127722,1651.6449918752,1466.43884765227,1319.85729724734,1066.2612408071,1114.44343463103,1820.37925932795,2745.26574396438,1046.69446767011,1103.78636473834,1068.64521414929,967.621160962855,1032.74597552348,942.075301559908,1031.28415233035,849.545783950115,1010.50631662791,1374.40255932629,1013.1143170547,1187.18915843799,813.920222498673,793.618563573999,738.254071208726,718.890337084338,2246.80585079137,1040.18747772217,1028.27563993373,1053.18863787319,816.067426175274,944.518074700455,1576.96336987093,1025.68628382438,1801.36856608731
1,1.4,0,,1294.50334997077,1742.78590037263,1318.45089014554,947.477235903678,3184.80517975149,915.29892831994,1319.897164623,787.500494440907,576.08981306856,592.94546511563,690.050374223019,2548.81556050287,1761.07896809081,731.396978255204,1231.25949813793,580.093182910729,550.81501423906,1045.91465880076,1207.44098027212,585.069942275537,3235.74538593842,1021.39446615877,1435.42391632911,1334.78496460726,1063.62557281994,876.022785513917,1116.02325803426,892.78318521108,1567.412253436,2284.31740796891,1004.13943487419,952.338958876922,1148.52124333447,1719.83333947315,1495.65678396366,1992.06945105506,1374.78270411804,899.107075699716,1006.79333970571,1431.12009257463,2480.84903951868,1658.92667174993,1473.72910070639,1326.48141065056,1084.57857456081,1128.67005081373,1814.22973642675,2723.06141165662,1110.71250843442,1143.59814586806,1171.51682350936,974.70631013687,1031.73328783583,954.175962314871,1043.51802464679,867.826468821668,1048.52378745354,1444.68751166529,994.67159260527,1207.78577855933,831.052751917648,806.201838212744,744.638029589143,719.149984974575,2250.90790110958,1052.57929351198,1055.81860568472,1068.81107640536,828.470584638571,954.317963644363,1592.00051695445,1051.41454739932,1823.01114354708
1,1.6,0,,1479.14211385203,2058.46393299567,1297.63947746902,969.352085780622,3161.32887247892,930.358494397776,1370.19949753477,814.369218625283,569.655898069552,606.417396671207,697.994055330052,2527.89580907766,1774.80381585489,748.089418856622,1318.65250434166,588.292857476999,558.111487174165,1086.21743637831,1192.77880310368,605.76793010339,3285.50960525019,1054.19591125839,1464.19174485637,1369.66273114364,1074.37307873722,901.587166309645,1136.78562917468,916.877718963077,1554.17014375752,2234.06341288213,1027.79393878467,956.91054186492,1151.55201266478,1740.89248764149,1593.10673270157,2126.82772872629,1412.33198167968,960.120207771119,1011.8618331951,1415.06437856135,2533.56011356074,1702.39940959139,1499.79490149069,1356.96121082743,1092.04270816898,1143.11798957933,1840.82046426482,2719.22485928492,1221.34776366025,1173.42716936348,1279.91695822471,968.763877983603,1064.43166823449,974.039432981613,1060.50626210759,875.079532126463,1155.48412090666,1556.28003038512,976.102080638098,1256.64536214412,852.617871471404,825.869103803037,782.211394856625,701.338933831727,2287.18357347856,1072.36456026941,1092.69314071483,1116.12094580347,851.882671168703,973.132559854616,1622.44611763578,1081.56439551274,1850.94318467327
1,1.8,0,,1639.21868891053,2076.98966891224,1355.90283349176,996.103661286151,3142.18826734072,915.877087353514,1359.10755076678,840.554847144029,559.379205646017,597.955851867344,693.229372760246,2510.81910433842,1743.94936447842,746.519002236381,1335.6426377675,600.040547215718,568.511786277912,1157.7449092538,1155.53105981925,602.929066400761,3303.41885828986,1055.93849899195,1436.30222952905,1358.45770761392,1070.52742751073,906.909917760812,1152.8316140832,954.601389489671,1518.28779828267,2222.8909186664,1022.28436951765,957.206481200556,1144.22116898978,1763.26503263067,1622.35074139765,2147.69476399639,1404.92039358372,946.789235405703,1012.17342041806,1410.96173263324,2535.88588878863,1674.17303811449,1512.9771882036,1376.74367150997,1104.34230423321,1145.59608531131,1802.30619172689,2691.23079256734,1248.17895861491,1167.50721302306,1249.47836132028,988.194508449677,1062.90549618368,956.69545579037,1034.82987941794,884.949124143166,1126.88760218106,1563.74972877593,944.12455936998,1272.56557698642,870.676406281111,814.343949974491,759.370611081433,677.083452701941,2317.5176239003,1090.01523602206,1105.61063906983,1104.83717055626,853.945087212085,995.655371225367,1605.84049371926,1087.10778618538,1845.27807212092
